key,bugnr,fields.created,
TIMOB-19365,1,2015-08-18T03:15:50.000+0000,
TIMOB-19355,1,2015-08-15T10:03:27.000+0000,
TIMOB-19350,1,2015-08-13T21:01:30.000+0000,
TIMOB-19347,1,2015-08-13T14:51:04.000+0000,
TIMOB-19345,1,2015-08-12T23:35:00.000+0000,
TIMOB-19344,1,2015-08-12T18:54:11.000+0000,
TIMOB-19340,1,2015-08-10T18:59:25.000+0000,
TIMOB-19337,1,2015-08-10T16:02:26.000+0000,
TIMOB-19326,1,2015-08-07T00:16:05.000+0000,
TIMOB-19320,1,2015-08-06T06:42:39.000+0000,
TIMOB-19318,1,2015-08-06T02:15:09.000+0000,
TIMOB-19312,1,2015-08-04T20:07:15.000+0000,
TIMOB-19308,1,2015-08-03T17:12:58.000+0000,
TIMOB-19305,1,2015-07-31T20:09:32.000+0000,
TIMOB-19303,1,2015-07-31T17:47:29.000+0000,
TIMOB-19294,1,2015-07-30T23:11:55.000+0000,
TIMOB-19293,1,2015-07-30T21:19:21.000+0000,
TIMOB-19290,1,2015-07-30T17:02:13.000+0000,
TIMOB-19281,1,2015-07-29T18:00:22.000+0000,
TIMOB-19275,1,2015-07-29T00:59:06.000+0000,
TIMOB-19274,1,2015-07-28T23:47:16.000+0000,
TIMOB-19272,1,2015-07-28T22:11:10.000+0000,
TIMOB-19271,1,2015-07-28T22:03:42.000+0000,
TIMOB-19270,1,2015-07-28T21:59:45.000+0000,
TIMOB-19269,1,2015-07-28T21:53:33.000+0000,
TIMOB-19268,1,2015-07-28T21:48:01.000+0000,
TIMOB-19267,1,2015-07-28T21:47:24.000+0000,
TIMOB-19266,1,2015-07-28T20:55:36.000+0000,
TIMOB-19265,1,2015-07-28T20:47:49.000+0000,
TIMOB-19264,1,2015-07-28T18:50:59.000+0000,
TIMOB-19263,1,2015-07-28T17:39:25.000+0000,
TIMOB-19262,1,2015-07-28T17:39:03.000+0000,
TIMOB-19251,1,2015-07-24T17:56:51.000+0000,
TIMOB-19249,1,2015-07-21T11:55:57.000+0000,
TIMOB-19242,1,2015-07-11T13:14:24.000+0000,
TIMOB-19235,1,2015-07-17T22:22:32.000+0000,
TIMOB-19234,1,2015-05-04T10:29:06.000+0000,
TIMOB-19232,1,2015-07-20T21:26:29.000+0000,
TIMOB-19231,1,2015-07-20T02:10:20.000+0000,
TIMOB-19227,1,2015-07-17T01:13:58.000+0000,
TIMOB-19225,1,2015-07-16T03:11:07.000+0000,
TIMOB-19219,1,2015-07-15T02:10:05.000+0000,
TIMOB-19217,1,2015-07-14T21:08:11.000+0000,
TIMOB-19215,1,2015-06-25T09:17:04.000+0000,
TIMOB-19214,1,2015-07-14T03:11:50.000+0000,
TIMOB-19213,1,2015-07-14T01:27:14.000+0000,
TIMOB-19212,1,2015-07-13T18:32:51.000+0000,
TIMOB-19211,1,2015-07-13T18:13:47.000+0000,
TIMOB-19209,1,2015-07-10T08:55:57.000+0000,
TIMOB-19208,1,2015-07-10T09:58:08.000+0000,
TIMOB-19207,1,2015-07-10T08:41:50.000+0000,
TIMOB-19206,1,2015-06-19T23:52:36.000+0000,
TIMOB-19200,1,2015-07-09T22:16:58.000+0000,
TIMOB-19199,1,2015-06-03T17:56:46.000+0000,
TIMOB-19195,1,2015-07-09T01:48:29.000+0000,
TIMOB-19193,1,2015-07-08T17:28:54.000+0000,
TIMOB-19192,1,2015-04-28T15:21:32.000+0000,
TIMOB-19188,1,2015-07-08T14:59:14.000+0000,
TIMOB-19187,1,2015-07-07T22:37:18.000+0000,
TIMOB-19183,1,2015-07-07T00:40:35.000+0000,
TIMOB-19180,1,2015-07-06T22:12:28.000+0000,
TIMOB-19179,1,2015-07-06T21:23:27.000+0000,
TIMOB-19177,1,2015-07-06T18:30:57.000+0000,
TIMOB-19176,1,2015-07-06T17:38:45.000+0000,
TIMOB-19175,1,2015-07-06T14:18:07.000+0000,
TIMOB-19170,1,2015-01-23T15:42:14.000+0000,
TIMOB-19165,1,2014-11-12T13:57:18.000+0000,
TIMOB-19164,1,2014-11-10T08:54:14.000+0000,
TIMOB-19160,1,2015-07-05T01:27:02.000+0000,
TIMOB-19157,1,2015-07-03T13:20:05.000+0000,
TIMOB-19156,1,2015-06-29T12:02:12.000+0000,
TIMOB-19153,1,2015-07-03T00:46:38.000+0000,
TIMOB-19152,1,2015-07-03T00:10:46.000+0000,
TIMOB-19148,1,2015-07-02T20:23:43.000+0000,
TIMOB-19147,1,2015-07-02T20:13:06.000+0000,
TIMOB-19144,1,2015-07-02T17:53:17.000+0000,
TIMOB-19143,1,2015-07-02T17:35:00.000+0000,
TIMOB-19142,1,2015-07-02T09:11:39.000+0000,
TIMOB-19140,1,2015-07-02T08:37:39.000+0000,
TIMOB-19138,1,2015-07-02T07:54:06.000+0000,
TIMOB-19137,1,2015-07-02T01:04:38.000+0000,
TIMOB-19135,1,2015-07-01T22:47:47.000+0000,
TIMOB-19132,1,2015-07-01T12:45:24.000+0000,
TIMOB-19130,1,2015-07-01T11:27:59.000+0000,
TIMOB-19129,1,2015-07-01T11:04:38.000+0000,
TIMOB-19128,1,2015-07-01T10:10:06.000+0000,
TIMOB-19127,1,2015-07-01T10:01:56.000+0000,
TIMOB-19126,1,2015-07-01T09:40:15.000+0000,
TIMOB-19125,1,2015-07-01T09:25:16.000+0000,
TIMOB-19124,1,2015-07-01T09:09:58.000+0000,
TIMOB-19123,1,2015-07-01T08:39:02.000+0000,
TIMOB-19119,1,2015-06-30T22:54:04.000+0000,
TIMOB-19116,1,2015-06-30T13:57:34.000+0000,
TIMOB-19114,1,2015-06-30T13:32:25.000+0000,
TIMOB-19112,1,2015-06-30T12:52:51.000+0000,
TIMOB-19111,1,2015-06-30T11:59:13.000+0000,
TIMOB-19108,1,2015-06-30T00:07:49.000+0000,
TIMOB-19107,1,2015-06-29T22:20:20.000+0000,
TIMOB-19106,1,2015-06-29T21:51:42.000+0000,
TIMOB-19105,1,2015-06-29T19:13:37.000+0000,
TIMOB-19104,1,2015-06-29T19:01:11.000+0000,
TIMOB-19103,1,2015-06-29T18:34:34.000+0000,
TIMOB-19100,1,2015-06-29T14:39:34.000+0000,
TIMOB-19099,1,2015-06-29T14:20:13.000+0000,
TIMOB-19098,1,2015-06-29T14:16:58.000+0000,
TIMOB-19096,1,2015-06-29T13:03:50.000+0000,
TIMOB-19095,1,2015-06-29T07:29:13.000+0000,
TIMOB-19092,1,2015-06-27T20:31:16.000+0000,
TIMOB-19091,1,2015-06-27T20:14:36.000+0000,
TIMOB-19090,1,2015-06-27T06:15:34.000+0000,
TIMOB-19088,1,2015-06-18T14:45:15.000+0000,
TIMOB-19086,1,2015-06-26T21:04:28.000+0000,
TIMOB-19085,1,2015-06-26T20:35:17.000+0000,
TIMOB-19084,1,2015-06-26T19:43:47.000+0000,
TIMOB-19083,1,2015-06-26T17:39:21.000+0000,
TIMOB-19082,1,2015-06-26T17:37:29.000+0000,
TIMOB-19079,1,2015-06-26T08:57:30.000+0000,
TIMOB-19078,1,2015-06-26T05:46:43.000+0000,
TIMOB-19077,1,2015-06-26T01:06:21.000+0000,
TIMOB-19076,1,2015-06-25T23:25:53.000+0000,
TIMOB-19073,1,2015-06-24T16:28:10.000+0000,
TIMOB-19065,1,2015-06-23T12:27:20.000+0000,
TIMOB-19062,1,2015-06-23T08:18:13.000+0000,
TIMOB-19061,1,2015-06-23T04:08:13.000+0000,
TIMOB-19054,1,2015-06-22T22:07:31.000+0000,
TIMOB-19052,1,2015-06-22T14:05:01.000+0000,
TIMOB-19051,1,2015-06-22T02:51:31.000+0000,
TIMOB-19048,1,2015-06-19T18:11:29.000+0000,
TIMOB-19044,1,2015-06-18T22:31:21.000+0000,
TIMOB-19043,1,2015-06-18T22:12:39.000+0000,
TIMOB-19042,1,2015-06-18T20:38:19.000+0000,
