key,bugnr,fields.created,
DNN-7099,1,2015-06-14T19:37:47.000-0700,
DNN-7095,1,2015-06-12T08:14:32.000-0700,
DNN-7092,1,2015-06-12T02:32:51.000-0700,
DNN-7083,1,2015-06-10T16:06:58.000-0700,
DNN-7066,1,2015-06-05T03:54:36.000-0700,
DNN-7061,1,2015-06-03T22:34:33.000-0700,
DNN-7059,1,2015-06-03T09:22:48.000-0700,
DNN-7058,1,2015-06-03T07:40:17.000-0700,
DNN-7052,1,2015-05-26T08:14:49.000-0700,
DNN-7041,1,2015-05-28T01:02:41.000-0700,
DNN-7029,1,2015-05-25T10:45:00.000-0700,
DNN-7026,1,2015-05-22T06:46:28.000-0700,
DNN-7016,1,2015-05-20T04:09:17.000-0700,
DNN-7015,1,2015-05-20T03:07:30.000-0700,
DNN-7014,1,2015-05-20T03:03:54.000-0700,
DNN-7006,1,2015-05-19T09:37:05.000-0700,
DNN-7003,1,2015-05-18T07:03:01.000-0700,
DNN-6996,1,2015-04-14T13:15:05.000-0700,
DNN-6995,1,2015-05-13T16:08:48.000-0700,
DNN-6994,1,2015-05-14T14:54:51.000-0700,
DNN-6976,1,2015-05-07T13:53:14.000-0700,
DNN-6974,1,2015-05-05T15:36:14.000-0700,
DNN-6970,1,2015-05-07T02:08:31.000-0700,
DNN-6966,1,2015-05-05T10:13:06.000-0700,
DNN-6953,1,2015-05-01T12:16:42.000-0700,
DNN-6948,1,2015-04-28T11:32:49.000-0700,
DNN-6946,1,2015-04-30T13:27:52.000-0700,
DNN-6918,1,2015-04-27T16:26:11.000-0700,
DNN-6917,1,2015-04-27T14:51:50.000-0700,
DNN-6891,1,2015-02-03T14:44:00.000-0800,
DNN-6881,1,2015-04-20T13:10:03.000-0700,
DNN-6857,1,2015-04-11T10:34:50.000-0700,
DNN-6835,1,2015-04-01T13:35:17.000-0700,
DNN-6824,1,2015-03-31T15:56:57.000-0700,
DNN-6819,1,2015-03-31T05:45:49.000-0700,
DNN-6810,1,2015-03-20T11:08:27.000-0700,
DNN-6809,1,2015-03-27T15:29:45.000-0700,
DNN-6801,1,2015-03-27T06:07:36.000-0700,
DNN-6800,1,2015-03-27T04:53:17.000-0700,
DNN-6795,1,2015-03-26T11:48:37.000-0700,
DNN-6778,1,2015-03-25T05:53:06.000-0700,
DNN-6761,1,2015-03-21T03:04:15.000-0700,
DNN-6751,1,2014-06-03T11:11:31.000-0700,
DNN-6750,1,2014-06-02T11:34:01.000-0700,
DNN-6746,1,2014-06-27T11:23:57.000-0700,
DNN-6740,1,2015-03-16T05:58:56.000-0700,
DNN-6729,1,2015-03-13T11:03:14.000-0700,
DNN-6701,1,2015-03-04T06:41:08.000-0800,
DNN-6698,1,2015-03-09T04:59:16.000-0700,
DNN-6694,1,2015-03-06T10:10:05.000-0800,
DNN-6691,1,2015-03-05T09:38:05.000-0800,
DNN-6690,1,2015-02-05T13:50:33.000-0800,
DNN-6633,1,2015-02-23T16:30:15.000-0800,
DNN-6624,1,2015-02-13T12:40:05.000-0800,
DNN-6607,1,2015-02-12T10:04:10.000-0800,
DNN-6599,1,2015-02-13T07:17:26.000-0800,
DNN-6592,1,2015-02-12T10:40:10.000-0800,
DNN-6590,1,2015-02-11T15:32:38.000-0800,
DNN-6581,1,2015-02-10T07:34:33.000-0800,
DNN-6578,1,2015-02-09T17:42:19.000-0800,
DNN-6558,1,2015-02-03T04:28:31.000-0800,
DNN-6551,1,2015-02-03T13:29:26.000-0800,
DNN-6548,1,2015-02-03T10:35:14.000-0800,
DNN-6542,1,2015-01-29T08:56:57.000-0800,
DNN-6531,1,2015-01-30T09:08:28.000-0800,
DNN-6529,1,2015-01-29T16:28:39.000-0800,
DNN-6526,1,2015-01-29T14:43:21.000-0800,
DNN-6525,1,2015-01-29T17:09:41.000-0800,
DNN-6515,1,2015-01-27T16:36:13.000-0800,
DNN-6510,1,2015-01-26T22:23:40.000-0800,
DNN-6508,1,2015-01-26T13:01:28.000-0800,
DNN-6491,1,2015-01-22T10:31:02.000-0800,
DNN-6488,1,2014-09-26T10:13:57.000-0700,
DNN-6478,1,2015-01-21T00:05:29.000-0800,
DNN-6477,1,2015-01-21T00:02:06.000-0800,
DNN-6475,1,2015-01-20T17:25:20.000-0800,
DNN-6469,1,2015-01-20T06:05:45.000-0800,
DNN-6468,1,2015-01-20T05:50:42.000-0800,
DNN-6467,1,2015-01-20T05:49:45.000-0800,
DNN-6466,1,2015-01-19T22:00:07.000-0800,
DNN-6438,1,2015-01-15T08:27:09.000-0800,
DNN-6430,1,2015-01-14T03:30:29.000-0800,
DNN-6429,1,2015-01-13T13:13:11.000-0800,
DNN-6426,1,2015-01-13T15:37:06.000-0800,
DNN-6416,1,2015-01-12T20:32:13.000-0800,
DNN-6403,1,2014-12-19T15:17:43.000-0800,
DNN-6402,1,2015-01-10T14:01:08.000-0800,
DNN-6401,1,2015-01-08T12:00:26.000-0800,
DNN-6399,1,2014-11-12T16:19:15.000-0800,
DNN-6398,1,2015-01-09T12:28:20.000-0800,
DNN-6393,1,2015-01-08T15:33:30.000-0800,
DNN-6383,1,2015-01-08T06:25:00.000-0800,
DNN-6370,1,2015-01-06T20:36:34.000-0800,
DNN-6362,1,2014-12-04T10:42:53.000-0800,
DNN-6349,1,2014-07-08T10:56:53.000-0700,
DNN-6335,1,2014-11-27T15:19:50.000-0800,
DNN-6329,1,2015-01-05T07:22:52.000-0800,
DNN-6311,1,2014-12-30T15:13:06.000-0800,
DNN-6308,1,2014-11-14T16:20:14.000-0800,
DNN-6307,1,2014-12-30T00:54:12.000-0800,
DNN-6273,1,2014-06-13T08:12:43.000-0700,
DNN-6272,1,2014-12-18T16:37:16.000-0800,
DNN-6254,1,2014-12-17T05:16:14.000-0800,
DNN-6220,1,2014-12-09T16:05:12.000-0800,
DNN-6193,1,2014-12-05T01:39:20.000-0800,
DNN-6189,1,2014-12-03T20:07:21.000-0800,
DNN-6187,1,2014-12-03T15:53:22.000-0800,
DNN-6179,1,2014-12-02T14:40:26.000-0800,
DNN-6174,1,2014-12-02T09:46:47.000-0800,
DNN-6168,1,2014-03-25T15:53:04.000-0700,
DNN-6167,1,2014-12-01T05:01:36.000-0800,
DNN-6138,1,2014-11-25T17:16:17.000-0800,
DNN-6121,1,2014-11-19T15:40:01.000-0800,
DNN-6104,1,2014-09-12T14:56:44.000-0700,
DNN-6101,1,2014-11-10T16:32:42.000-0800,
DNN-6072,1,2014-11-05T10:20:47.000-0800,
DNN-6062,1,2014-11-03T13:30:10.000-0800,
DNN-6060,1,2014-11-03T06:46:59.000-0800,
DNN-6059,1,2014-10-20T04:26:10.000-0700,
DNN-6040,1,2014-10-21T22:48:48.000-0700,
DNN-6025,1,2014-10-26T16:31:38.000-0700,
DNN-6024,1,2014-10-24T18:47:33.000-0700,
