key,delay_nr,fields.resolutiondate,
MESOS-1127,1,2015-04-25 21:43:45+00:00,
MESOS-1119,1,2014-08-08 06:33:33+00:00,
MESOS-1114,1,2014-06-10 23:35:14+00:00,
MESOS-1081,1,2014-09-25 20:55:34+00:00,
MESOS-1010,1,2015-08-20 01:38:15+00:00,
MESOS-998,1,2015-02-18 21:29:56+00:00,
MESOS-786,1,2015-07-07 19:35:39+00:00,
MESOS-708,1,2015-07-09 15:42:44+00:00,
MESOS-598,1,2015-04-07 17:50:44+00:00,
MESOS-313,1,2016-01-07 18:47:24+00:00,
